Month	0	1	2	3	4	5	6	7	Cum0	Cum1	Cum2	Cum3	Cum4	Cum5	Cum6	Cum7
2019-01	2.3530264211771037	1.3471102408000277	1.053989235964842	-4.229649263012167	-1.3317742964835215	2.3729449067079473	3.559092718903292	0.8476268889371923	1.023530264211771	1.0134711024080003	1.0105398923596485	0.9577035073698783	0.9866822570351648	1.0237294490670794	1.035590927189033	1.008476268889372
2019-02	-3.3795824377080024	-6.989710992260397	-8.359379977347405	5.775508983108825	-2.451059756857299	1.3279456334015842	1.241712835310834	-7.374955160803194	0.9889392151578436	0.9426324013596057	0.926065022934628	1.013015759469574	0.9624980853049245	1.0373240195838118	1.0484499926532536	0.9341015962514397
2019-03	-3.9550626695866775	-0.2044181782967568	2.6890871312084865	-2.715633374260533	2.0631919517245225	-7.912841385078427	2.2412141673539216	2.061013966430007	0.9498260494342322	0.9407054893767114	0.9509677182929859	0.9855059654188993	0.9823562683364384	0.9552422152648249	1.0719480024262193	0.9533535606108277
2019-04	3.6566836657288677	4.232805851451276	6.544570468739918	2.626173747454118	-0.04432976188914628	3.6568303704613725	6.792489870090682	-0.8460565129021338	0.9845581834367315	0.9805237263759722	1.0132044707516383	1.0113870643623246	0.9819207921417817	0.9901738027040972	1.1447599619036597	0.9452876507202953
2019-05	-6.372606608751661	1.8375510103455874	-7.478184840876223	0.15117360116882494	-7.111775699698438	1.8066193686364977	-3.0317896126472608	-2.2588977746989327	0.921816163572037	0.9985413500166721	0.9374351676128091	1.0129160146092768	0.912088787855956	1.008062474406914	1.1100532482889198	0.9239345690136708
2019-06	-2.5293595057268172	0.9259600670192105	8.939481948598921	5.016814512985951	7.1095516548396605	-1.2481591765805051	1.07193102121993	3.873948371708076	0.8985001188134014	1.007787444170501	1.0212370152013743	1.0637321322345539	0.9769342113665762	0.9954802501269395	1.1219522534093884	0.9597273172056239
2019-07	-3.905678351542581	3.711703583273123	-17.031838883057638	1.2100618210309415	-1.202217480111282	-1.7468497682839912	2.3191732468355974	-1.4622378316645328	0.863407594184322	1.0451935268475543	0.8473015721581294	1.0766039486447625	0.96518933750834	0.9780907056842842	1.147972269912728	0.9456938212926241
2019-08	-5.7737963888188135	-0.6923462205561197	0.7118535692907972	-14.009053642203293	-8.19988383793278	-7.491106810001765	-0.42853593533470136	-3.225924175803245	0.8135561976905202	1.037957168966928	0.8533331186421941	0.9257819239650389	0.8860449330165432	0.9048208862227745	1.1430527962084744	0.9151864556824679
2019-09	2.58501789961262	8.03878729039952	21.264936004677267	1.814402326452086	13.076136926579945	2.717403480081846	2.3513349194399025	4.257814140760223	0.8345867710242281	1.1213963379456322	1.0347938602281734	0.9425793327313335	1.00190538168881	0.9294085204734995	1.1699297957533585	0.9541533940068384
2019-10	-5.377921468081855	-0.044326974849354106	1.4690804538503868	-6.144399735007081	-0.11796608280123756	-6.810702562891519	1.9603787748356927	-1.2773036348458238	0.7897033498955449	1.1208992568729494	1.0499958145664294	0.884663490708758	1.0007234731566568	0.8661092705498789	1.1928648511497861	0.9419659580231843
2019-11	2.1531495307681494	-4.224215420231326	-11.636782217110612	7.695993249697148	-1.6397979609697009	1.9132306039769706	-4.052880398022812	-0.5489878688935965	0.8067068438682812	1.073550057618864	0.9278100883365575	0.9527471332362392	0.9843136300488887	0.8826799381779208	1.1445194654226325	0.9367946791845297
2019-12	4.771250108661832	3.1965955758135753	27.182369171935385	21.857994699045893	8.837251082142382	4.69111069231967	2.1234019102962822	3.30017062547466	0.845196845032929	1.1078671112648526	1.1800108517626604	1.1609985511143281	1.071299896972059	0.9240874311367459	1.1688222136151294	0.9677105020079871
