Date	1	2	3	4	5	6	7	8	9	10	Spread	Cum1	Cum10	CumSprd
2019-01-31	2.723630427277892	4.0308943578757015	2.499961529329222	3.2386336413206354	4.148718748947851	4.372278411981657	5.725814541319767	3.270351083415257	4.953550805684345	5.180287825194886	-2.4566573979169934	1.027236304272779	1.0518028782519488	0.97543342602083
2019-02-28	-1.330257308249609	-0.3648791590888248	-0.6367195392673652	1.5975926875218671	-0.23201562598851863	1.2213553181914907	0.987772592007691	0.9258902354722987	1.7962627656582757	-0.31293981158365813	-1.0173174966659508	1.0135714182621973	1.0485113683065157	0.965510171109592
2019-03-29	5.746129432717213	4.654049426791354	3.090402428649068	4.084466233368355	3.5709259022202318	2.925226264095571	1.6906696712016407	2.928928884046829	5.096623302974908	2.3325243950736185	3.4136050376435945	1.0718125438485708	1.0729681517573852	0.9984688749495503
2019-04-30	-10.144485338273672	-6.402534297232436	-6.800529165176498	-5.806920390818392	-6.244140847020567	-7.971317814659447	-6.181681219100809	-7.304481260803112	-5.414376818465341	-7.115580027014649	-3.028905311259023	0.9630826774840745	0.9966202442547085	0.9682261981649352
2019-05-31	7.73364736242148	6.771361861791249	7.377932440576371	6.8786214309299245	7.235779785964835	5.908621177501823	8.018274639343074	7.842156770375835	7.587209104248977	5.249509715247995	2.484137647173485	1.0375640955692598	1.048937920800988	0.9922782696633468
2019-06-28	0.08261991104808748	1.5470837518194078	1.7477211925620928	1.3297313246090752	-0.3876515429256373	-0.23576553976699374	1.5444106459255507	1.326892054510249	1.3140129586462066	2.28724266003952	-2.2046227489914325	1.0384213301020861	1.0729296764028797	0.9704022771970501
2019-07-31	-7.669531827096253	-4.835581125002994	-4.432888831724576	-3.2160815539222103	-3.789458121086775	-4.721459508444192	-2.043295432597587	-3.087903936329143	-3.079860360115061	-2.2634555055315135	-5.40607632156474	0.9587792756905504	1.0486443905718574	0.9179415894655754
2019-08-30	5.847934106406088	4.517143070453678	3.5089494426461982	2.862829934119077	2.858244098461067	2.2764656106283803	1.0800715613304388	1.6079172523849647	0.38619198948155964	-0.7367598034778597	6.584693909883947	1.0148480559588116	1.0409184002206986	0.978385233403407
2019-09-30	-2.0313423172682565	0.7190205908746837	0.8138654525331271	0.5447756331508158	0.4238598903251084	1.5810124720790364	0.6341932660088954	2.125821012076776	1.6390854023364052	0.383511706398492	-2.4148540236667486	0.9942330179421459	1.0449104441396009	0.9547586582276035
2019-10-31	2.778026102031766	3.555666575512209	3.7624301013403634	4.19345718370642	1.9776427727357757	4.471867087103251	3.605820198863136	3.2695742077814094	4.263580738196203	3.4843492689878275	-0.7063231669560617	1.021853070695597	1.0813187735615564	0.9480149766360232
2019-11-29	8.341499464826542	3.2409236080884622	5.6062277304320975	2.7377035357557413	2.9342616958522596	1.9738287665517051	1.8403670360231028	2.0983642547212966	1.9310182297721372	0.05975329255424417	8.281746172272298	1.1070909391189838	1.0819648971317666	1.0265271706761452
2019-12-31	-5.788363518814917	-2.8279253924877885	-2.4547273134125303	-2.749495880211349	-1.6348733819014432	-2.169907713160327	-0.9171049801083532	-0.7265559241755294	0.23359173484792764	2.769339063473628	-8.557702582288545	1.043008491078915	1.1119281736811089	0.9386800284832992
